,high_ast
6316,Elk3
6317,Cuedc1
6318,Rnf19b
6319,Armc10
6320,Ppm1f
6321,Tecpr1
6322,Atg10
6323,Xxylt1
6324,Ttll12
6325,Ttc7b
6326,Tigd2
6327,Stx4a
6328,Spc25
6329,Nup153
6330,Bicc1
6331,Mib2
6332,Polr3c
6333,Pcyt1b
6334,Aldh5a1
6335,Taf1b
6336,Saa3
6337,Nlgn3
6338,P3h1
6339,Cfap410
6340,Lzts2
6341,Boc
6342,Esco1
6343,Eef1akmt1
6344,Sulf1
6345,Txlng
6346,Eif1ad
6347,Creb3l1
6348,Syngr2
6349,Tmem87b
6350,Pikfyve
6351,Polr2j
6352,Tfb2m
6353,Zfp113
6354,Lpin2
6355,Ctns
6356,Nrg1
6357,Trmt1
6358,Fbxo7
6359,Porcn
6360,Nudt10
6361,Ddx19a
6362,Entpd6
6363,Txnrd2
6364,Adcy8
6365,Mns1
6366,Nr2c2
6367,Tmem200a
6368,Nfkbiz
6369,Nexn
6370,Ptcd2
6371,Hmgn5
6372,Gfpt2
6373,Pxmp4
6374,Mapk1ip1l
6375,Edc4
6376,Lbp
6377,4933434E20Rik
6378,Znhit2
6379,R3hcc1
6380,Slc4a3
6381,Ptk7
6382,Lcorl
6383,Cenpt
6384,Plekhm2
6385,Eif3j1
6386,Nectin2
6387,Zbtb24
6388,Bdh2
6389,Ube2e1
6390,Pias3
6391,Nomo1
6392,Pmm2
6393,Rmdn1
6394,Odad4
6395,Rnf215
6396,Slc39a10
6397,Negr1
6398,Sema5b
6399,Cep162
6400,Tcf20
6401,Nup54
6402,Zfp267
6403,Arhgap23
6404,Zfp157
6405,Haus7
6406,Atp13a1
6407,Nav1
6408,Kctd10
6409,Rpf2
6410,Rab13
6411,Herpud1
6412,Dsn1
6413,Ifi44
6414,Arhgef7
6415,Med16
6416,Eda2r
6417,Cldn10
6418,Peak1
6419,Ocrl
6420,Usp30
6421,Baalc
6422,Tspyl2
6423,Cwc25
6424,Glb1l
6425,Fam53a
6426,Tnk2
6427,Trp53rka
6428,Timm9
6429,Pi4ka
6430,Tnks1bp1
6431,9930021J03Rik
6432,Ccdc96
6433,Wwp2
6434,Sart1
6435,Supt6
6436,Fam107a
6437,Hectd4
6438,Ibtk
6439,Map6
6440,Vps16
6441,Orc6
6442,Ccdc137
6443,Dele1
6444,Coq10a
6445,Cnot6l
6446,Tnks
6447,Anks3
6448,Stard13
6449,Kif21b
6450,Abcd1
6451,Adprm
6452,Hscb
6453,Nt5dc2
6454,Zdhhc7
6455,Tk2
6456,Dtd2
6457,Epc1
6458,Rtl6
6459,Trabd
6460,Taf6
6461,Triqk
6462,C1galt1c1
6463,Nek5
6464,Brap
6465,Cd59a
6466,Exosc1
6467,Cit
6468,Syde1
6469,Ripk2
6470,Sec24a
6471,Rnf113a2
6472,2510039O18Rik
6473,Gm7072
6474,Septin10
6475,Myg1
6476,Mrps11
6477,Rbm33
6478,Elovl6
6479,Dmrta2
6480,Tmem117
6481,Pla2g4a
6482,Gatad2b
6483,Uaca
6484,Dennd1a
6485,Cln3
6486,Klhl12
6487,Slc39a14
6488,BC034090
6489,Cend1
6490,Tasp1
6491,Atf1
6492,Hdhd5
6493,Wiz
6494,Ptrh2
6495,Cacng4
6496,Tut4
6497,Tada2a
6498,Rp9
6499,Dpysl5
6500,Crem
6501,Marf1
6502,Rcan3
6503,Stat1
6504,Ppp3cc
6505,Man2b1
6506,Sugp2
6507,Praf2
6508,Tmem216
6509,Pcdhga7
6510,B3galt5
6511,Zfp866
6512,Cbfa2t2
6513,Myorg
6514,Pank4
6515,Avpi1
6516,Usp40
6517,Ess2
6518,Mrpl43
6519,Map1s
6520,Mttp
6521,St3gal3
6522,Fbln1
6523,Ddx41
6524,Mcat
6525,Cbl
6526,Dcbld2
6527,Gpbp1l1
6528,Csk
6529,Shc1
6530,Hdac6
6531,Man1b1
6532,Rnf32
6533,Tmem160
6534,Rcor1
6535,Slc12a9
6536,Gfus
6537,Rad50
6538,Camta2
6539,Rasgef1b
6540,Klhl26
6541,Lynx1
6542,Tomm5
6543,Spa17
6544,Col4a6
6545,Prrx2
6546,Aard
6547,Cul7
6548,Pim3
6549,Zfp945
6550,Rab3gap2
6551,Zfp617
6552,Emd
6553,Phf12
6554,Mavs
6555,Rasa2
6556,Mrpl14
6557,Tmem161b
6558,B3galnt1
6559,Thop1
6560,Nelfa
6561,Atg7
6562,Zfp384
6563,Sos2
6564,Smpd4
6565,Slc12a2
6566,Coprs
6567,Dmac2
6568,Kcnn2
6569,Wnt7a
6570,Mmachc
6571,Gpn3
6572,Pag1
6573,Inip
6574,Ccdc58
6575,Ncoa6
6576,Usp34
6577,Cog1
6578,Pkd1
6579,Cdh10
6580,Rnpepl1
6581,Niban2
6582,Adnp2
6583,Vps54
6584,Ercc3
6585,Mef2c
6586,Peds1
6587,Ssh1
6588,Tfip11
6589,Tmem177
6590,Cox10
6591,Fzd6
6592,Kmt2b
6593,Tti1
6594,Zc3hc1
6595,Mdn1
6596,Acot9
6597,Cx3cl1
6598,D630045J12Rik
6599,Supv3l1
6600,Fut11
6601,Arrb2
6602,Gtf3c2
6603,Sertad1
6604,Ccnt1
6605,Fam151b
6606,Ccdc97
6607,Hs6st1
6608,Plekha7
6609,Smim12
6610,Atg16l1
6611,Bet1l
6612,Fam185a
6613,Rbfa
6614,Spag1
6615,Nprl2
6616,Omg
6617,Armcx1
6618,Pyurf
6619,Kdm4a
6620,Dusp6
6621,Gart
6622,Lrrc8b
6623,Nars2
6624,Gabpb1
6625,Atp7b
6626,Sik2
6627,Nuak1
6628,Alkbh8
6629,Mid1
6630,Arhgap39
6631,Aldh4a1
6632,Lrrc45
6633,Rnf182
6634,Stx17
6635,Ints1
6636,Alkbh3
6637,Insr
6638,Mthfsd
6639,Cpxm1
6640,Men1
6641,Exoc6
6642,Galt
6643,Fsd1l
6644,Sorcs1
6645,Tlr2
6646,Zfp950
6647,Nudt7
6648,Bdp1
6649,Pcf11
6650,Flnc
6651,B3gat3
6652,Il13ra1
6653,Atad2b
6654,Prpsap2
6655,Ppp1r14c
6656,Agps
6657,Atf6
6658,Alg11
6659,Exosc7
6660,Cnpy4
6661,Ermp1
6662,Zdhhc1
6663,Coq3
6664,Kirrel
6665,Fahd1
6666,Ncbp3
6667,Nsun4
6668,Itpr1
6669,Imp3
6670,Eaf1
6671,Foxp1
6672,Map3k19
6673,Zfp952
6674,Mau2
6675,Rras2
6676,Fam122a
6677,Gtf2ird1
6678,Zfc3h1
6679,Grpel2
6680,Ppil3
6681,Bclaf3
6682,N6amt1
6683,Flrt2
6684,Dpy19l4
6685,Rabgef1
6686,Dzip1l
6687,Atp9a
6688,Rexo1
6689,Zfp598
6690,Cox15
6691,L2hgdh
6692,Nol6
6693,Rps6ka2
6694,Ipp
6695,Rbms2
6696,Ppp1r15a
6697,Cep68
6698,4921524J17Rik
6699,Vac14
6700,Klhl21
6701,Usp32
6702,Ddx39a
6703,Ing3
6704,Pih1d2
6705,Sf3a2
6706,Polr3f
6707,Erlin1
6708,Epb41
6709,Tet2
6710,Selenoh
6711,Rfx7
6712,Ttl
6713,Ptpre
6714,Tmem101
6715,Brcc3
6716,Gigyf1
6717,Pot1a
6718,Rbm27
6719,Tmem199
6720,Fam222b
6721,Gne
6722,Fam110a
6723,Taf1d
6724,Tsr2
6725,Igf2r
6726,Kat8
6727,Josd1
6728,Egln2
6729,Ttc39c
6730,Ciao2b
6731,Colec12
6732,Mrpl54
6733,Apoo
6734,Recql
6735,Tdg
6736,Plscr4
6737,Sorcs2
6738,Edem1
6739,Arnt
6740,Med20
6741,Dyrk1b
6742,Sec61a2
6743,P2rx4
6744,Arxes1
6745,Nutf2
6746,Zfp523
6747,Pde9a
6748,Rmnd1
6749,Jmjd6
6750,Setx
6751,Tfcp2l1
6752,Zfp41
6753,Zfp449
6754,Rasl10b
6755,Nudt12
6756,Cenpx
6757,Tex9
6758,Heatr6
6759,Slc30a1
6760,Bcl2
6761,Agk
6762,Soga3
6763,Tet1
6764,Ptch1
6765,Ophn1
6766,Rint1
6767,Arfgef2
6768,Sirt7
6769,Asb6
6770,Pex12
6771,Plek
6772,Edc3
6773,Efhc1
6774,Arfgap2
6775,Htatip2
6776,Utp15
6777,H2-T23
6778,Dnaja4
6779,E130311K13Rik
6780,Vps37b
6781,Sardh
6782,Dmap1
6783,Fgd6
6784,Plxnc1
6785,Limd2
6786,Abitram
6787,Nbdy
6788,Capsl
6789,Zbtb6
6790,Zc4h2
6791,Ift88
6792,Slc45a4
6793,Rcl1
6794,Tent4b
6795,Tsku
6796,Dazap1
6797,Sumf2
6798,Spata13
6799,Eml3
6800,Mast4
6801,Lysmd3
6802,Mettl7a1
6803,Mknk1
6804,Irgq
6805,Cyth1
6806,Arfgap3
6807,Magoh
6808,Sart3
6809,Phactr1
6810,Mief1
6811,Zfp251
6812,Triap1
6813,Noa1
6814,Trpc1
6815,Mtus1
6816,Armcx3
6817,Myc
6818,Fcf1
6819,Ints11
6820,Ccdc117
6821,Cand2
6822,Xpc
6823,Sgsm2
6824,Ano8
6825,Osbpl8
6826,Akap10
6827,Trappc6a
6828,Olfml3
6829,Gps2
6830,Pcdhgb2
6831,Mtmr9
6832,Esyt2
6833,Klhl8
6834,Prps1l3
6835,B3gnt5
6836,Yae1d1
6837,Usf3
6838,Rnf214
6839,Large1
6840,Dhx57
6841,Mycbp
6842,Stox1
6843,Scmh1
6844,Bag2
6845,Galk1
6846,Lmbrd2
6847,Cdk12
6848,Prodh
6849,Utp20
6850,Ttc12
6851,Llph
6852,Usp54
6853,Plscr3
6854,Prpf4
6855,Fuom
6856,Npl
6857,Gli3
6858,Tsr3
6859,Tm2d3
6860,Lacc1
6861,Otud4
6862,2310057M21Rik
6863,Atmin
6864,Camsap1
6865,Scyl2
6866,Haus1
6867,Serf1
6868,Col12a1
6869,Ice2
6870,Fra10ac1
6871,Zxdc
6872,Mief2
6873,Ctf1
6874,Mettl15
6875,Ttll5
6876,Daxx
6877,Elmod1
6878,Ric8b
6879,Zfp763
6880,Mapk7
6881,Dgat1
6882,Psd3
6883,Nop16
6884,Elovl4
6885,Zfp931
6886,Hycc2
6887,Sin3a
6888,Setd1b
6889,Sod3
6890,Dpm3
6891,Msto1
6892,D6Wsu163e
6893,Plekha5
6894,Synj2bp
6895,Socs4
6896,Lrrc4
6897,Dhx16
6898,Natd1
6899,Rcor3
6900,Dhrs3
6901,Sdc1
6902,Ino80b
6903,Cdkn2aipnl
6904,Ska2
6905,Casp2
6906,Dock9
6907,Ccdc66
6908,Hip1
6909,Prmt7
6910,Ppat
6911,Apln
6912,Plcg1
6913,Usp42
6914,Zkscan17
6915,Lrch3
6916,Dpp9
6917,Obi1
6918,Taf3
6919,Ccdc71l
6920,Rab40c
6921,Exosc3
6922,Bud23
6923,Tmem214
6924,Bcl2l11
6925,Zfp2
6926,Timm23
6927,Tgfb3
6928,Mef2d
6929,Zfp280c
6930,Tbck
6931,Cyb561a3
6932,Il1r1
6933,Sigmar1
6934,Tyw5
6935,Armc9
6936,Hes1
6937,Tars2
6938,Layn
6939,Dgkz
6940,Ccdc148
6941,Zfp51
6942,Fbxl18
6943,Nckipsd
6944,Yif1b
6945,Crebrf
6946,Ttll3
6947,Nfatc3
6948,Kbtbd4
6949,Snx15
6950,Ahctf1
6951,Prpf3
6952,Pex11b
6953,Nrp1
6954,Cbll1
6955,Kctd18
6956,Mettl3
6957,Mtrfr
6958,Urgcp
6959,Ggact
6960,Slc25a38
6961,Rgs19
6962,1700003E16Rik
6963,Twf2
6964,Tmem150a
6965,Heatr5b
6966,Tmem219
6967,Nob1
6968,Zbtb4
6969,Nprl3
6970,6030458C11Rik
6971,Acot2
6972,Mdga2
6973,Glce
6974,Zfp87
6975,Samd14
6976,Acvr1b
6977,Pih1d1
6978,Prune1
6979,Nsmce3
6980,Thap7
6981,Gramd4
6982,Capn10
6983,Pde12
6984,Cfap97
6985,Gamt
6986,Mitd1
6987,Zfp768
6988,Borcs8
6989,Slc35b3
6990,C1s1
6991,Ctc1
6992,Bex2
6993,Traf2
6994,Polr2h
6995,Cdc42bpb
6996,Actr3b
6997,Crispld2
6998,Pck2
6999,Gpr179
7000,Prob1
7001,Ttc9
7002,Zfp874a
7003,Rnf123
7004,Mtx1
7005,Prdm4
7006,Dera
7007,Kitl
7008,Ten1
7009,Phrf1
7010,Rhbdd3
7011,Eif2ak4
7012,Trub2
7013,Kif3c
7014,Zfyve27
7015,C2cd2l
7016,Ero1a
7017,AI837181
7018,Akap6
7019,Grk4
7020,Srbd1
7021,Plp2
7022,Borcs5
7023,Sox5
7024,Armt1
7025,Gdpd5
7026,Lrriq1
7027,Inpp1
7028,Ubtd2
7029,Yars2
7030,Mettl5
7031,Zmym2
7032,Bin3
7033,Iqck
7034,Trip10
7035,Lrrc4c
7036,Rxrb
7037,Zcchc9
7038,Fat4
7039,Rap2b
7040,Rabepk
7041,Dcn
7042,Adal
7043,Eipr1
7044,Kif16b
7045,Siva1
7046,Zfp592
7047,Cep89
7048,Mul1
7049,Rab11fip5
7050,Col6a1
7051,Pacs1
7052,Pard6a
7053,Ints12
7054,Ppfibp1
7055,2610044O15Rik8
7056,Tmem250-ps
7057,Cep70
7058,Lmf1
7059,Dnmt1
7060,Npat
7061,Tcf19
7062,Iqcc
7063,Efl1
7064,Srfbp1
7065,Katnb1
7066,Mpeg1
7067,Ddx20
7068,Stat5b
7069,Mettl26
7070,1600014C10Rik
7071,Lrrk1
7072,Foxc1
7073,Nbas
7074,Trim30a
7075,Egln3
7076,Hsd17b7
7077,Mzt2
7078,Pus10
7079,Bcl7c
7080,Tfcp2
7081,Setbp1
7082,Mkks
7083,Alg9
7084,Cenpv
7085,Klc4
7086,P3h3
7087,Agt
7088,Rasl11a
7089,Trerf1
7090,Ddias
7091,Slc25a40
7092,Ptpn14
7093,Senp1
7094,Draxin
7095,Lsm8
7096,Casp7
7097,Nol10
7098,Txndc11
7099,Zfp667
7100,Tspyl4
7101,Tmem185b
7102,Smap2
7103,Pxmp2
7104,5730480H06Rik
7105,Ap5s1
7106,Naa16
7107,Rgs17
7108,Dus3l
7109,Tcirg1
7110,Lypd6
7111,Ndufb4
7112,Nrxn3
7113,Pcp4l1
7114,Slc22a5
7115,Ascc2
7116,Lsm14b
7117,Fam3a
7118,Trim33
7119,Anln
7120,Zfp383
7121,Cfap52
7122,Dusp1
7123,Rnf217
7124,Rnf220
7125,Gpaa1
7126,Scand1
7127,Atg4c
7128,Senp5
7129,Cd72
7130,Polg
7131,Zfp574
7132,Fem1a
7133,Steap2
7134,Epb41l1
7135,Ell2
7136,Ccdc102a
7137,Slc7a6os
7138,Carnmt1
7139,Fkrp
7140,Rnf170
7141,Sp1
7142,Meis3
7143,Adprs
7144,Ddit4
7145,Kin
7146,Ercc1
7147,Rell1
7148,Thap1
7149,Myo1c
7150,Ankrd42
7151,F8a
7152,Ppm1k
7153,Phc1
7154,Slc25a14
7155,Usp20
7156,Mbd5
7157,Vps9d1
7158,Qsox1
7159,Tram1l1
7160,Marveld1
7161,Racgap1
7162,Gatd1
7163,Nhsl1
7164,Pfdn6
7165,Nudt13
7166,Ranbp10
7167,1110065P20Rik
7168,Adamts9
7169,Slx1b
7170,Ctdsp1
7171,Caskin2
7172,Msra
7173,Ubxn11
7174,Mbtd1
7175,Ldb2
7176,Ankrd52
7177,Prkar1b
7178,Dot1l
7179,Frmd4a
7180,Aff3
7181,Mtmr12
7182,Terf1
7183,Meig1
7184,Kdm1b
7185,Hus1
7186,Rft1
7187,Ncapd2
7188,Lrp3
7189,Cacna2d3
7190,Slc25a53
7191,Cyb5r1
7192,Chrna4
7193,Trim12c
7194,Nfkb2
7195,Cfap298
7196,Trim11
7197,Ganc
7198,Ptpn4
7199,Dyrk3
7200,Prmt6
7201,Echdc2
7202,Etv6
7203,Sh3bgrl2
7204,Homer3
7205,Psmg1
7206,Plekhm3
7207,Aifm2
7208,Spata5
7209,Gorab
7210,Klhl42
7211,Trak2
7212,Jcad
7213,Tax1bp3
7214,Ndufaf8
7215,Vps33b
7216,Ecm2
7217,Cep290
7218,Klf11
7219,Uvssa
7220,Nova2
7221,Selenoo
7222,Gss
7223,Acsl5
7224,Tet3
7225,Saal1
7226,Rab11fip3
7227,Ccdc126
7228,Umad1
7229,Pgm3
7230,Zmat1
7231,Chchd5
7232,Irf1
7233,Plagl1
7234,Ncoa2
7235,Slc38a9
7236,Yod1
7237,Kifc3
7238,Recql5
7239,Pde7a
7240,Rundc3a
7241,Syvn1
7242,Prxl2c
7243,Snx21
7244,Slc35e4
7245,Noc2l
7246,Zfp790
7247,Casq1
7248,Katnal1
7249,Btbd9
7250,Efs
7251,Fbxl7
7252,Pnpla6
7253,2210408I21Rik
7254,Insyn1
7255,Mgme1
7256,Phactr4
7257,Zbtb8os
7258,Ccdc189
7259,Etaa1
7260,Mrps18c
7261,Smg8
7262,Lgr4
7263,Zfp646
7264,Slc9a3r2
7265,Satb1
7266,Cks1b
7267,Catip
7268,Mex3d
7269,Hace1
7270,Arap1
7271,B9d2
7272,Ppp1r18
7273,Ak9
7274,Ormdl1
7275,Sat2
7276,Rbbp8
7277,Mfsd4a
7278,Usp28
7279,Cpox
7280,Frmd6
7281,Atxn7l3
7282,Rhobtb2
7283,Tifa
7284,Snip1
7285,Zup1
7286,Rhod
7287,Lrrc75b
7288,Sema4b
7289,Gfm2
7290,Relb
7291,Gtpbp1
7292,Megf10
7293,Fhip1b
7294,Osbpl3
7295,Cep44
7296,Mrrf
7297,Dhfr
7298,Glis2
7299,Abcd2
7300,Pla2g5
7301,Cdca7
7302,Vwa3b
7303,Lrp2
7304,Poglut2
7305,Cdca4
7306,Plekha1
7307,Fzd1
7308,Per1
7309,Exo5
7310,Tnrc6c
7311,Ccp110
7312,Kif27
7313,Baz2a
7314,Mettl27
7315,Tmem138
7316,Kcnb1
7317,Dnal1
7318,Csf2ra
7319,Sac3d1
7320,Scyl3
7321,Adar
7322,Ranbp6
7323,Lbr
7324,Spty2d1
7325,Ciz1
7326,Pknox1
7327,Zfp236
7328,Ciao3
7329,Tmem164
7330,Rapgef6
7331,Znrf3
7332,Ubr1
7333,Bola2
7334,Gstt1
7335,Pfdn4
7336,Dnm3
7337,Asl
7338,Epb41l5
7339,Rab3ip
7340,Stk19
7341,Zfp14
7342,Pfdn2
7343,Sirt1
7344,Bach1
7345,Uap1l1
7346,Rnf126
7347,Slc27a4
7348,Cebpzos
7349,Nova1
7350,Atad2
7351,Pdik1l
7352,Msl2
7353,Kctd21
